id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_verifications_phone,host_verifications_offline_government_id,host_verifications_identity_manual,host_verifications_reviews,host_verifications_email,host_verifications_selfie,host_verifications_jumio,host_verifications_government_id,amenities_Coffee_maker,amenities_Free_street_parking,amenities_Extra_pillows_and_blankets,amenities_Washer,amenities_Shampoo,amenities_Dryer,amenities_Hot_water,amenities_Kitchen,amenities_Carbon_monoxide_alarm,amenities_Air_conditioning,amenities_Dedicated_workspace,amenities_Wifi,amenities_First_aid_kit,amenities_Microwave,amenities_Bathtub,amenities_TV,amenities_Essentials,amenities_Free_parking_on_premises,amenities_Cooking_basics,amenities_Private_entrance,amenities_Hair_dryer,amenities_Oven,amenities_Dishes_and_silverware,amenities_Smoke_alarm,amenities_Refrigerator,amenities_Iron,amenities_Heating,amenities_Long_term_stays_allowed,amenities_Bed_linens,amenities_Stove,amenities_Dishwasher,amenities_Hangers,amenities_Fire_extinguisher,bathrooms_type,distance_to_CBD,host_in_same_neighbourhood,host_year,description_words_count,occu_rate_oct,occu_rate_nov,occu_rate_dec,occu_rate_jan,occu_rate_feb,occu_rate_mar,occu_rate_apr,occu_rate_may,occu_rate_jun,occu_rate_jul,occu_rate_aug,occu_rate_sep,Q1,Q2,Q3,Q4
23782141,178254690,None,0,0,0,1,0,Logan Square,Entire rental unit,Entire home/apt,5,1,2,3,202,32,1125,32,32,32,1125,32,875.5,0,12,12,12,287,2021/10/18,86,0,0,30_days,4.73,4.86,4.85,4.81,4.95,4.74,4.65,1,1,1,0,0,2.07,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,6.3416,1,3,1000,0.451612903,0.6,1,0.483870968,0,0,0,0,0,0,0,0,0.683870968,0.161290323,0,0
23785794,111959055,None,0,0,0,1,0,Irving Park,Entire residential home,Entire home/apt,7,1,4,4,115,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,8,0,0,30_days,4.75,4.88,4.75,5,5,4.88,4.88,1,2,1,1,0,0.18,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,private,10.112,1,4,736,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23790444,59794802,a few days or more,0,0,0,5,0,Near North Side,Entire rental unit,Entire home/apt,4,1,1,2,400,2,1124,2,2,1124,1124,2,1124,0,30,60,90,90,2021/10/18,11,0,0,30_days,4.73,4.36,4.91,4.55,4.91,4.91,4.55,1,5,5,0,0,0.25,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,1.8801,0,5,1000,0.548387097,0,0,0.516129032,1,1,1,1,1,1,1,1,0.182795699,0.838709677,1,1
23799502,17035591,within an hour,1,1,0,5,0,Lake View,Entire rental unit,Entire home/apt,10,1,4,5,126,1,365,2,2,1125,1125,2,1125,0,15,35,52,320,2021/10/18,136,36,6,30_days,4.82,4.89,4.94,4.79,4.92,4.75,4.68,1,6,6,0,0,3.93,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,private,9.4694,0,7,299,0.290322581,0.433333333,0.35483871,0.161290323,0,0,0,0,0,0.225806452,0,0,0.359498208,0.053763441,0,0.075268817
23842375,88043568,None,0,0,0,1,0,Lake View,Entire condominium (condo),Entire home/apt,4,1,2,3,140,21,1125,21,21,1125,1125,21,1125,0,0,0,0,0,2021/10/18,15,0,0,30_days,4.6,4.87,4.13,4.93,4.93,4.93,4.73,1,1,1,0,0,0.35,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,private,7.2871,0,5,727,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23844036,179062204,None,0,0.85,0,1,0,Irving Park,Entire rental unit,Entire home/apt,4,1,3,3,86,5,180,5,6,180,180,5.6,180,0,0,0,0,0,2021/10/18,78,9,0,30_days,4.94,4.97,4.97,4.97,4.97,4.79,4.86,1,1,1,0,0,3.5,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,9.622,1,3,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23844764,178710732,within an hour,0.97,1,0,20,0,Armour Square,Entire condominium (condo),Entire home/apt,6,1,2,4,189,1,365,2,2,1125,1125,2,1125,0,23,52,82,356,2021/10/19,76,18,2,30_days,4.92,4.95,4.89,5,4.96,4.89,4.82,1,19,19,0,0,2.55,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,2.7811,0,3,1000,0.129032258,0.166666667,0,0,0,0,0,0,0,0,0,0,0.098566308,0,0,0
23850772,179134188,within an hour,1,1,0,1,0,Lake View,Entire condominium (condo),Entire home/apt,4,1,2,2,164,30,1125,30,60,1125,1125,42.7,1125,0,5,5,12,287,2021/10/18,15,4,1,30_days,5,5,5,5,5,5,4.93,1,1,1,0,0,0.41,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,7.4541,0,3,1000,0.290322581,1,1,0.258064516,0,0,0,0,0,0,0,0,0.76344086,0.086021505,0,0
23874369,179367980,within an hour,1,0.89,0,15,0,Near North Side,Entire rental unit,Entire home/apt,7,1,2,2,194,2,1125,2,4,1125,1125,2.6,1125,0,18,39,54,54,2021/10/18,152,46,4,30_days,4.75,4.79,4.74,4.95,4.95,4.95,4.78,1,13,10,3,0,5.83,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,private,3.4189,0,3,1000,0.806451613,0.333333333,0.096774194,1,1,1,1,1,1,1,1,1,0.41218638,1,1,1
23883067,36714301,None,0,0,0,1,0,Near North Side,Shared room in rental unit,Shared room,2,1,1,1,60,1,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,1,0,0,30_days,5,5,5,5,5,5,5,1,1,0,0,1,0.02,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,shared,2.2006,0,6,983,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23883226,65299403,within an hour,1,0.88,0,1,0,Brighton Park,Entire residential home,Entire home/apt,12,1,5,5,280,2,1125,2,2,1125,1125,2,1125,0,25,55,85,360,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,2,2,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,private,7.7368,0,5,528,0.161290323,0,0,0,0,0,0,0,0,0,0,0,0.053763441,0,0,0
23883681,108716560,within an hour,1,0.93,0,1,0,Irving Park,Entire rental unit,Entire home/apt,5,1,2,3,123,5,1125,5,5,1125,1125,5,1125,0,0,17,36,126,2021/10/18,35,17,3,30_days,4.85,4.94,4.88,4.97,4.94,4.71,4.88,1,1,1,0,0,2.4,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,9.9592,0,5,1000,1,0.966666667,0.35483871,0,0,0,0.5,1,1,1,1,1,0.773835125,0,0.833333333,1
23895370,26195031,None,0,0,0,1,0,Clearing,Private room in rental unit,Private room,6,1,2,2,60,2,11,2,2,11,11,2,11,0,0,0,0,0,2021/10/18,2,0,0,30_days,5,5,5,5,5,5,5,1,1,0,1,0,0.05,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,shared,12.5698,1,6,141,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23916714,4680712,None,0,0,0,2,0,Portage Park,Entire residential home,Entire home/apt,2,1,1,1,95,2,1125,2,2,1125,1125,2,1125,0,0,17,33,122,2021/10/19,9,0,0,30_days,4.88,4.88,5,5,5,5,5,1,1,1,0,0,0.35,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,10.5852,0,8,1000,1,0.9,0.548387097,0,0,0,0.5,1,1,1,1,1,0.816129032,0,0.833333333,1
23924481,56489144,None,0,0,0,2,0,Near North Side,Private room in townhouse,Private room,2,1,1,1,90,1,7,2,2,7,7,2,7,0,0,0,0,0,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,private,3.6175,0,5,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23944951,29759902,None,0,0,0,1,0,Logan Square,Entire rental unit,Entire home/apt,4,1,2,2,109,3,29,3,3,1125,1125,3,1125,0,3,33,48,48,2021/10/18,166,26,0,30_days,4.89,4.9,4.94,4.95,4.93,4.92,4.75,1,1,1,0,0,4.22,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,5.8797,0,6,1000,1,0.433333333,0,1,1,1,1,1,1,1,1,1,0.477777778,1,1,1
23956960,3828336,within an hour,1,0.81,0,1,0,Near North Side,Private room in condominium (condo),Private room,2,1,1,1,75,3,60,3,5,1125,1125,3.9,1125,0,12,15,39,129,2021/10/18,21,9,2,30_days,4.86,5,4.95,4.67,4.57,5,4.67,1,2,1,1,0,0.75,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,private,1.3322,0,9,1000,0.870967742,0.733333333,0.612903226,0,0,0,0.5,1,1,1,1,1,0.7390681,0,0.833333333,1
23963512,4434,within an hour,1,0.71,0,5,0,Douglas,Entire townhouse,Entire home/apt,6,1,3,3,175,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,87,0,0,30_days,4.8,4.92,4.78,4.97,4.95,4.55,4.79,1,2,2,0,0,2.37,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,private,5.0694,0,13,767,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23979214,110725131,within a day,0.81,0.52,0,8,0,West Garfield Park,Private room in residential home,Private room,2,1,1,1,33,30,365,30,30,365,365,30,365,0,0,14,44,133,2021/10/19,25,2,0,30_days,4.76,4.88,4.68,4.96,4.96,3.8,4.64,1,8,0,8,0,0.62,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,shared,5.185,0,4,1000,1,1,0.096774194,0,0,0,0.5,1,1,1,1,1,0.698924731,0,0.833333333,1
23979995,180376979,within an hour,1,0.94,0,1,0,Albany Park,Entire guest suite,Entire home/apt,14,1,3,9,182,3,14,2,5,1125,1125,3.2,1125,0,11,29,48,304,2021/10/18,124,32,2,30_days,4.87,4.9,4.94,4.96,4.9,4.79,4.92,1,2,2,0,0,3.34,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,private,11.4762,1,3,1000,0.35483871,0.5,0.516129032,0.129032258,0,0,0,0.387096774,0.1,0,0,0,0.456989247,0.043010753,0.162365591,0
23983468,178710732,within an hour,0.97,1,0,20,0,Armour Square,Entire condominium (condo),Entire home/apt,5,1,2,3,189,1,365,2,2,1125,1125,2,1125,0,30,60,90,364,2021/10/19,65,19,3,30_days,4.78,4.91,4.88,4.97,4.92,4.77,4.77,1,19,19,0,0,1.8,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,2.7778,0,3,909,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0.010752688,0,0,0
23992470,180512681,None,0,0,0,1,0,Hermosa,Entire guest suite,Entire home/apt,3,1,2,2,95,1,25,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,174,0,0,30_days,4.97,4.97,4.98,4.96,4.98,4.82,4.94,1,1,1,0,0,6.08,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,private,6.917,0,3,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23995874,12074166,None,0,0,0,1,0,Lincoln Park,Entire townhouse,Entire home/apt,2,1,1,1,145,2,6,2,2,6,6,2,6,0,0,0,0,0,2021/10/18,5,0,0,30_days,4.8,5,4.8,5,5,5,4.6,1,1,1,0,0,0.12,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,private,5.097,1,7,523,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23998847,9339313,None,0,0,0,12,0,Lower West Side,Entire rental unit,Entire home/apt,7,1,2,2,70,1,1125,2,2,1125,1125,2,1125,0,28,58,88,359,2021/10/18,180,24,4,30_days,4.4,4.53,4.41,4.67,4.51,4.61,4.46,1,12,9,3,0,4.69,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,3.7725,0,8,1000,0.064516129,0,0,0,0,0,0,0,0,0,0,0.133333333,0.021505376,0,0,0.044444444
24010309,59369132,within an hour,1,0.93,0,1,0,West Town,Entire rental unit,Entire home/apt,10,1,4,4,257,2,1120,2,2,1125,1125,2,1125,0,12,33,51,137,2021/10/18,94,19,1,30_days,4.9,4.94,5,4.95,4.9,4.94,4.8,1,1,1,0,0,3.09,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,private,3.7776,0,5,1000,0.838709677,0.566666667,0.322580645,0.096774194,0,0.129032258,0.5,1,1,1,1,1,0.575985663,0.075268817,0.833333333,1
24010772,17035591,within an hour,1,1,0,5,0,Lake View,Entire rental unit,Entire home/apt,8,1,3,5,121,1,365,2,2,1125,1125,2,1125,0,21,43,66,339,2021/10/18,144,26,6,30_days,4.81,4.9,4.84,4.77,4.92,4.88,4.73,1,6,6,0,0,4.12,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,private,9.4498,0,7,241,0.161290323,0.3,0.225806452,0.096774194,0,0,0,0,0.066666667,0,0,0,0.229032258,0.032258065,0.022222222,0
24011334,5402236,None,0,0,0,4,0,West Town,Entire residential home,Entire home/apt,15,1,5,10,681,3,45,2,4,1125,1125,2.4,1125,0,22,36,57,323,2021/10/18,54,20,4,30_days,4.94,4.88,4.94,5,5,4.94,4.65,1,2,2,0,0,1.3,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,private,4.002,0,8,300,0.258064516,0.166666667,0.64516129,0,0.107142857,0.193548387,0,0,0,0,0,0,0.356630824,0.100230415,0,0
24031566,154244784,a few days or more,0,0.25,0,4,0,Austin,Entire rental unit,Entire home/apt,7,1,2,3,80,10,30,10,10,30,30,10,30,0,25,55,85,360,2021/10/18,30,0,0,30_days,4.57,4.67,4.6,4.93,4.9,4.57,4.67,1,1,1,0,0,0.79,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,private,8.3503,0,4,1000,0.161290323,0,0,0,0,0,0,0,0,0,0,0,0.053763441,0,0,0
24034913,67794898,within an hour,1,0.82,0,3,0,West Town,Private room in rental unit,Private room,2,1,1,1,150,2,5,2,2,1125,1125,2,1125,0,25,39,39,39,2021/10/18,62,11,2,30_days,4.84,4.85,4.97,4.98,4.92,4.79,4.81,1,1,0,1,0,1.59,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,shared,3.8673,0,5,1000,0.709677419,0,1,1,1,1,1,1,1,1,1,1,0.569892473,1,1,1
24061425,181145684,within an hour,1,1,0,1,0,Irving Park,Entire rental unit,Entire home/apt,10,1,4,6,311,3,1125,3,3,1125,1125,3,1125,0,11,32,57,332,2021/10/18,61,12,4,30_days,4.95,4.93,4.97,4.98,4.97,4.89,4.92,1,1,1,0,0,2.33,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,private,9.8118,1,3,1000,0.161290323,0.766666667,0.161290323,0,0,0,0,0,0,0,0,0,0.363082437,0,0,0
24066022,181195158,within an hour,1,0.98,0,1,0,Logan Square,Entire rental unit,Entire home/apt,6,1,1,1,112,2,60,2,2,1125,1125,2,1125,0,3,8,23,279,2021/10/18,174,39,3,30_days,4.97,4.98,4.98,5,4.97,4.78,4.9,1,1,1,0,0,4.49,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,private,6.2749,1,3,235,0.451612903,0.9,0.774193548,0.064516129,0.285714286,0.064516129,0,0,0,0,0,0.3,0.708602151,0.138248848,0,0.1
24085799,60390549,within an hour,1,1,0,7,0,Armour Square,Private room in condominium (condo),Private room,2,1,1,1,59,1,1125,2,2,1125,1125,2,1125,0,27,57,86,86,2021/10/19,147,23,4,30_days,4.35,4.54,4.21,4.74,4.75,4.79,4.54,1,7,1,6,0,3.6,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,shared,3.1524,1,5,703,0.677419355,0,0,0.516129032,1,1,1,1,1,1,1,1,0.225806452,0.838709677,1,1
24098513,544270,None,0,0,0,6,0,Lake View,Entire condominium (condo),Entire home/apt,9,1,3,4,104,5,1125,2,5,1125,1125,4.1,1125,0,15,27,50,313,2021/10/18,145,34,2,30_days,4.77,4.81,4.59,4.9,4.84,4.99,4.84,1,2,2,0,0,4.81,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,8.0206,0,10,1000,0.225806452,0.566666667,0.516129032,0,0,0.290322581,0,0.096774194,0,0,0,0,0.436200717,0.096774194,0.032258065,0
24154584,12243051,within an hour,1,0.99,0,130,0,Near North Side,Entire rental unit,Entire home/apt,2,1,1,1,159,3,1111,3,3,2,1111,3,289.2,0,17,44,74,278,2021/10/18,22,1,0,30_days,4.77,4.86,4.68,5,4.77,4.59,4.64,1,56,50,6,0,0.54,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.649,0,7,1000,0.064516129,0.466666667,0,0,0,0,0,0,0.933333333,1,0.387096774,0,0.177060932,0,0.311111111,0.462365591
24162662,181872158,None,0,0,0,2,0,Brighton Park,Entire residential home,Entire home/apt,4,1,2,2,69,2,30,2,2,30,30,2,30,0,0,0,0,0,2021/10/18,60,0,0,30_days,4.33,4.52,4.36,4.59,4.64,4.22,4.53,1,2,1,0,1,1.82,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,private,7.7037,0,3,896,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24169863,60200420,None,0,0,0,1,0,Loop,Entire condominium (condo),Entire home/apt,3,1,1,1,215,1,7,2,2,7,7,2,7,0,0,0,0,0,2021/10/18,15,0,0,30_days,4.86,4.93,4.93,4.5,4.43,5,4.71,1,1,1,0,0,0.36,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,private,0.9267,1,5,435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24179656,28000697,within an hour,1,0,0,1,0,Avondale,Entire rental unit,Entire home/apt,4,1,2,2,93,30,1125,30,30,1125,1125,30,1125,0,0,0,0,46,2021/10/18,20,0,0,30_days,4.85,4.85,4.8,5,5,4.7,4.75,1,1,1,0,0,0.51,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,8.0897,1,6,1000,1,1,1,1,1,0,0.5,1,1,1,1,1,1,0.666666667,0.833333333,1
24183839,182280566,within an hour,1,0.96,0,8,0,Loop,Entire rental unit,Entire home/apt,2,1,1,1,289,2,1125,2,240,2,1125,3,972.6,0,28,56,86,361,2021/10/18,103,4,2,30_days,4.83,4.88,4.87,4.78,4.86,4.95,4.7,1,8,8,0,0,3.57,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,0.7406,1,3,910,0.064516129,0,0.064516129,0,0,0,0,0,0,0,0,0,0.043010753,0,0,0
24200441,73825858,None,0,0,0,1,0,Lincoln Park,Entire rental unit,Entire home/apt,2,1,1,0,118,2,1125,2,2,1125,1125,2,1125,0,0,9,39,39,2021/10/18,26,0,0,30_days,4.69,4.88,4.81,5,4.96,4.92,4.77,1,1,1,0,0,0.69,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,private,4.1842,0,5,1000,1,1,0.225806452,0.516129032,1,1,1,1,1,1,1,1,0.741935484,0.838709677,1,1
24205077,11369822,within an hour,1,0.97,0,1,0,Lincoln Park,Entire townhouse,Entire home/apt,6,1,3,3,233,2,1124,2,2,1125,1125,2,1125,0,16,37,62,333,2021/10/18,87,13,3,30_days,4.8,4.97,4.78,4.95,4.99,4.99,4.75,1,1,1,0,0,2.13,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,4.7393,1,7,860,0.290322581,0.366666667,0.258064516,0,0.071428571,0,0,0,0,0.064516129,0,0,0.305017921,0.023809524,0,0.021505376
24209632,182510288,within an hour,1,0.98,0,2,0,West Town,Entire rental unit,Entire home/apt,4,1,2,3,156,1,1125,2,2,1125,1125,2,1125,0,9,28,48,138,2021/10/18,143,28,1,30_days,4.89,4.93,4.89,4.99,4.99,5,4.82,1,1,1,0,0,3.76,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,4.6617,0,3,1000,0.903225806,0.7,0.290322581,0.032258065,0,0,0.5,1,1,1,1,1,0.631182796,0.010752688,0.833333333,1
24222166,176229376,within an hour,0.96,0.99,0,3,0,Near North Side,Room in boutique hotel,Private room,2,1,1,1,142,1,1125,1,1,1125,1125,1,1125,0,18,45,75,165,2021/10/18,144,49,6,30_days,4.75,4.78,4.84,4.85,4.81,4.9,4.72,1,8,0,7,0,3.98,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,private,1.574,0,3,789,0.741935484,0.3,0,0,0,0,0.5,1,1,1,1,1,0.347311828,0,0.833333333,1
24234071,181872158,None,0,0,0,2,0,Brighton Park,Shared room in condominium (condo),Shared room,2,1,1,1,39,1,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,2,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,shared,7.7365,0,3,102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24239083,117860087,None,0,0,0,1,0,Roseland,Private room in residential home,Private room,2,1,1,1,105,1,1125,2,2,1125,1125,2,1125,0,30,60,89,89,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,private,16.8685,1,4,401,0.580645161,0,0,0.516129032,1,1,1,1,1,1,1,1,0.193548387,0.838709677,1,1
24242358,4908881,within an hour,1,0.98,0,5,0,Logan Square,Entire cottage,Entire home/apt,2,1,1,1,99,6,1125,6,6,1125,1125,6,1125,0,0,20,39,314,2021/10/18,118,21,6,30_days,4.81,4.81,4.91,4.96,4.94,4.95,4.73,1,4,4,0,0,4.27,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,private,5.0245,0,8,1000,0.451612903,0.766666667,0.451612903,0,0,0,0,0,0,0,0,0,0.556630824,0,0,0
24242931,182780903,within an hour,1,0.98,0,3,0,Rogers Park,Entire condominium (condo),Entire home/apt,6,1,3,3,275,2,30,2,2,1125,1125,2,1125,0,28,53,71,342,2021/10/19,70,11,3,30_days,4.91,5,5,4.97,4.97,4.72,4.85,1,3,3,0,0,1.64,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,private,15.7248,1,3,674,0,0.233333333,0.35483871,0.032258065,0,0,0,0,0.133333333,0,0,0,0.196057348,0.010752688,0.044444444,0
