id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_verifications_phone,host_verifications_offline_government_id,host_verifications_identity_manual,host_verifications_reviews,host_verifications_email,host_verifications_selfie,host_verifications_jumio,host_verifications_government_id,amenities_Coffee_maker,amenities_Free_street_parking,amenities_Extra_pillows_and_blankets,amenities_Washer,amenities_Shampoo,amenities_Dryer,amenities_Hot_water,amenities_Kitchen,amenities_Carbon_monoxide_alarm,amenities_Air_conditioning,amenities_Dedicated_workspace,amenities_Wifi,amenities_First_aid_kit,amenities_Microwave,amenities_Bathtub,amenities_TV,amenities_Essentials,amenities_Free_parking_on_premises,amenities_Cooking_basics,amenities_Private_entrance,amenities_Hair_dryer,amenities_Oven,amenities_Dishes_and_silverware,amenities_Smoke_alarm,amenities_Refrigerator,amenities_Iron,amenities_Heating,amenities_Long_term_stays_allowed,amenities_Bed_linens,amenities_Stove,amenities_Dishwasher,amenities_Hangers,amenities_Fire_extinguisher,bathrooms_type,distance_to_CBD,host_in_same_neighbourhood,host_year,description_words_count,occu_rate_oct,occu_rate_nov,occu_rate_dec,occu_rate_jan,occu_rate_feb,occu_rate_mar,occu_rate_apr,occu_rate_may,occu_rate_jun,occu_rate_jul,occu_rate_aug,occu_rate_sep,Q1,Q2,Q3,Q4
50859426,165860459,a few days or more,0.4,0.67,0,0,0,Rogers Park,Private room in rental unit,Private room,2,1,1,0,50,1,3,2,2,3,3,2,3,0,0,0,0,0,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,private,15.0102,1,3,363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50865923,206957119,within an hour,1,1,0,0,0,West Ridge,Entire condominium (condo),Entire home/apt,5,1,2,2,225,2,365,2,2,1125,1125,2,1125,0,21,49,79,353,2021/10/19,4,4,1,30_days,4.25,4.5,4.5,5,5,4.5,4.5,1,1,1,0,0,2.03,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,private,13.0453,1,3,199,0.032258065,0.366666667,0,0,0,0,0,0,0,0,0,0,0.13297491,0,0,0
50866726,411256890,within a few hours,0.82,0.92,0,3,0,Loop,Entire condominium (condo),Entire home/apt,4,1,1,1,193,1,1125,2,2,1125,1125,2,1125,0,30,60,88,363,2021/10/18,3,3,1,30_days,5,5,4.67,5,5,5,5,1,3,3,0,0,2.09,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,private,0.4372,0,0,320,0,0,0.032258065,0.032258065,0,0,0,0,0,0,0,0,0.010752688,0.010752688,0,0
50866793,260588213,within an hour,1,1,0,15,0,Mckinley Park,Private room in residential home,Private room,2,1,1,1,40,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/19,17,17,3,30_days,4.88,4.82,4.76,5,5,4.65,4.94,1,10,0,10,0,11.33,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,shared,6.1691,0,2,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50870812,352148357,within an hour,0.98,1,0,7,0,Bridgeport,Private room in guesthouse,Private room,2,1,1,1,40,2,1125,2,2,1125,1125,2,1125,0,18,48,76,350,2021/10/19,10,10,2,30_days,4.3,4.4,4.4,4.7,4.4,4.3,4.4,1,6,0,6,0,3.61,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,shared,4.3879,1,1,541,0.290322581,0.133333333,0,0.064516129,0,0,0,0,0,0,0,0,0.141218638,0.021505376,0,0
50871569,6617501,within an hour,0.98,0.94,0,11,0,South Shore,Private room in bungalow,Private room,1,1,1,1,29,2,1125,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/18,1,1,0,30_days,3,5,5,2,2,5,5,1,11,0,11,0,0.31,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,shared,14.037,1,8,437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50872121,166918192,within an hour,1,0.81,0,92,0,Lake View,Entire rental unit,Entire home/apt,4,1,2,2,149,2,1125,2,4,2,1125,3.6,538.8,0,26,56,83,351,2021/10/18,12,12,2,30_days,4.58,4.5,4.58,4.83,4.92,5,4.42,1,26,24,2,0,4.09,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,private,6.3058,0,3,1000,0.258064516,0,0.096774194,0,0,0,0,0,0,0,0,0.1,0.11827957,0,0,0.033333333
50872833,170785489,within a day,0.99,0.79,0,65,0,Lincoln Park,Entire rental unit,Entire home/apt,9,1,4,4,1028,2,1125,2,2,1125,1125,2,1125,0,29,59,89,364,2021/10/18,12,12,0,30_days,3.67,3.75,3.33,4.33,4.08,4.5,3.75,1,46,46,0,0,3.53,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,private,4.4306,0,3,1000,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0.010752688,0,0,0
50873701,25966579,within an hour,1,1,0,0,0,Lincoln Park,Entire townhouse,Entire home/apt,4,1,2,2,99,1,1125,2,4,3,1125,3,976,0,6,17,32,302,2021/10/19,7,7,6,30_days,4.86,5,5,5,5,4.86,4.71,1,1,1,0,0,4.88,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,4.1422,1,6,1000,0.322580645,0.733333333,0.709677419,0.161290323,0,0.096774194,0.033333333,0,0,0,0,0,0.588530466,0.086021505,0.011111111,0
50885963,107434423,within an hour,1,0.98,0,1987,0,Near West Side,Entire rental unit,Entire home/apt,2,1,1,1,127,32,1125,32,730,1125,1125,711,1125,0,0,6,36,311,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,313,313,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,private,2.0203,0,5,1000,0.419354839,1,0.35483871,0,0,0,0,0,0,0,0,0,0.591397849,0,0,0
50885976,107434423,within an hour,1,0.98,0,1987,0,Near West Side,Entire rental unit,Entire home/apt,2,1,1,1,158,32,1125,32,730,1125,1125,711.8,1125,0,0,0,0,221,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,313,313,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,private,2.0204,0,5,1000,0.419354839,1,1,1,1,0.35483871,0,0,0,0,0,0,0.806451613,0.784946237,0,0
50887493,107434423,within an hour,1,0.98,0,1987,0,West Town,Entire rental unit,Entire home/apt,2,1,1,1,135,32,1125,32,730,1125,1125,704.7,1125,0,0,0,0,268,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,313,313,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,private,4.087,0,5,1000,0.451612903,1,1,0.709677419,0,0,0,0,0,0,0,0,0.817204301,0.23655914,0,0
50887504,107434423,within an hour,1,0.98,0,1987,0,West Town,Entire rental unit,Entire home/apt,2,1,1,1,126,32,1125,32,730,1125,1125,701.6,1125,0,2,2,30,305,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,313,313,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,private,4.087,0,5,1000,0.451612903,0.933333333,0.580645161,0,0,0,0,0,0,0,0,0,0.655197133,0,0,0
50892680,211029191,within an hour,1,0.99,0,7,0,Irving Park,Entire rental unit,Entire home/apt,6,1,3,3,217,2,1125,2,2,1125,1125,2,1125,0,30,44,44,44,2021/10/18,3,3,1,30_days,5,4.67,5,4.33,4,4.33,4.33,1,9,2,7,0,1.27,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,private,9.5502,1,3,561,0.548387097,0,1,1,1,1,1,1,1,1,1,1,0.516129032,1,1,1
50894852,3965428,within an hour,1,0.51,0,96,0,Near North Side,Entire serviced apartment,Entire home/apt,2,1,1,1,120,32,1125,32,32,1125,1125,32,1125,0,30,60,90,365,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,88,88,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,private,2.1054,0,9,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50897462,49963831,within a few hours,1,1,0,1,0,Belmont Cragin,Entire rental unit,Entire home/apt,4,1,1,1,125,32,1125,32,32,1125,1125,32,1125,0,14,44,74,348,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,private,9.5976,1,6,476,0.451612903,0.1,0,0,0,0,0,0,0,0,0,0,0.183870968,0,0,0
50899302,3965428,within an hour,1,0.51,0,96,0,Near North Side,Entire serviced apartment,Entire home/apt,2,1,1,1,117,32,1125,32,32,1125,1125,32,1125,0,30,60,90,365,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,88,88,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,private,2.0202,0,9,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50899540,49626033,within a few hours,0.72,0.33,0,35,0,Near North Side,Entire rental unit,Entire home/apt,2,1,1,1,117,32,1125,32,32,1125,1125,32,1125,0,30,60,90,365,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,35,35,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.4648,0,6,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50899976,1948879,within a few hours,1,0.28,0,1,0,Lake View,Entire rental unit,Entire home/apt,6,1,2,2,171,32,1125,32,32,1125,1125,32,1125,0,30,60,90,90,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,3,1,2,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,private,6.1234,0,9,657,0.548387097,0,0,0.516129032,1,1,1,1,1,1,1,1,0.182795699,0.838709677,1,1
50900786,141596426,within an hour,1,1,0,0,0,Lower West Side,Entire rental unit,Entire home/apt,4,1,1,2,80,2,1125,2,2,1125,1125,2,1125,0,13,43,58,147,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,2,2,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,private,4.3731,0,4,466,0.870967742,0.266666667,0.451612903,0.032258065,0,0,0.5,1,1,1,1,1,0.529749104,0.010752688,0.833333333,1
50902195,5855987,within an hour,1,0.67,0,0,0,Logan Square,Entire rental unit,Entire home/apt,6,1,2,3,146,3,1125,3,3,1125,1125,3,1125,0,0,25,55,144,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,private,7.0582,1,8,491,1,0.733333333,0,0,0,0,0.5,1,1,1,1,1,0.577777778,0,0.833333333,1
50913746,21607581,within a day,1,0,0,0,0,Near West Side,Entire condominium (condo),Entire home/apt,4,1,2,3,121,180,1125,180,180,1125,1125,180,1125,0,30,60,90,179,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,private,1.3474,0,7,500,0.580645161,0,0,0,0,0,0.5,1,1,1,1,1,0.193548387,0,0.833333333,1
50915824,396715210,within an hour,1,1,0,0,0,Lower West Side,Entire rental unit,Entire home/apt,5,1,2,3,170,2,365,2,2,365,365,2,365,0,0,0,0,0,2021/10/18,4,4,1,30_days,5,4.75,5,5,5,5,5,1,1,1,0,0,2.5,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,private,2.8196,1,0,872,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50915983,31240907,within a few hours,1,1,0,0,0,Logan Square,Private room in rental unit,Private room,1,1,1,1,75,32,365,32,32,365,365,32,365,0,0,29,59,334,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,shared,6.7942,1,6,1000,0.451612903,0.566666667,0,0,0,0,0,0,0,0,0,0,0.339426523,0,0,0
50916130,126179580,None,0,0,0,17,0,Near North Side,Entire rental unit,Entire home/apt,6,1,2,3,265,2,60,2,2,60,60,2,60,0,14,39,69,338,2021/10/18,19,19,7,30_days,4.89,5,4.95,5,5,5,4.79,1,17,17,0,0,6.4,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.4566,0,4,1000,0.419354839,0.166666667,0.096774194,0,0,0,0,0.193548387,0,0,0,0,0.227598566,0,0.064516129,0
50916184,21056598,within an hour,1,1,0,1,0,Hyde Park,Entire rental unit,Entire home/apt,4,1,1,1,153,2,10,2,2,10,10,2,10,0,3,3,16,257,2021/10/19,2,2,2,30_days,5,5,5,5,5,5,5,1,1,1,0,0,2,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,private,9.0086,0,7,465,0.35483871,1,0.580645161,1,0.642857143,0,0,0,0,0,0,0,0.64516129,0.547619048,0,0
50922049,407843126,None,0,0,0,2,0,East Garfield Park,Entire condominium (condo),Entire home/apt,2,1,1,1,148,2,14,2,2,1125,1125,2,1125,0,26,56,86,361,2021/10/18,10,10,4,30_days,5,4.8,4.8,5,5,4.4,5,1,3,3,0,0,4.29,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,private,3.9753,0,0,424,0.129032258,0,0,0,0,0,0,0,0,0,0,0,0.043010753,0,0,0
50929694,411845089,within a few hours,1,1,0,1,0,Fuller Park,Entire rental unit,Entire home/apt,4,1,2,3,66,32,365,32,32,365,365,32,365,0,12,42,72,346,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,private,7.179,1,0,55,0.451612903,0.166666667,0,0,0,0,0,0,0,0,0,0,0.20609319,0,0,0
50936383,11201446,within an hour,1,0.94,0,1,0,Portage Park,Entire guest suite,Entire home/apt,2,1,1,1,92,3,28,3,3,1125,1125,3,1125,0,13,13,20,50,2021/10/19,9,9,3,30_days,5,5,5,5,5,4.89,4.89,1,1,1,0,0,4.03,1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,private,11.309,1,7,628,1,0.566666667,1,0.774193548,1,1,0,1,1,1,1,1,0.855555556,0.924731183,0.666666667,1
50937384,358899064,within an hour,1,1,0,0,0,Lincoln Park,Entire guest suite,Entire home/apt,4,1,2,0,225,3,365,3,3,365,365,3,365,0,10,36,48,323,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,5.8027,0,1,471,0.451612903,0.333333333,0.387096774,0.193548387,0,0,0,0,0,0,0,0,0.390681004,0.064516129,0,0
50944574,327103193,within an hour,1,0.69,0,26,0,East Side,Private room in bungalow,Private room,2,1,1,1,21,32,1125,32,32,1125,1125,32,1125,0,22,52,81,81,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,22,0,22,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,shared,20.0639,0,1,3,0.677419355,0.166666667,0,0.516129032,1,1,1,1,1,1,1,1,0.281362007,0.838709677,1,1
50944692,327103193,within an hour,1,0.69,0,26,0,East Side,Private room in bungalow,Private room,2,1,1,0,29,32,1125,32,32,1125,1125,32,1125,0,17,45,67,67,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,22,0,22,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,shared,19.8006,0,1,345,1,0,0.290322581,0.516129032,1,1,1,1,1,1,1,1,0.430107527,0.838709677,1,1
50950455,401777272,within an hour,1,1,0,4,0,Bridgeport,Private room in residential home,Private room,2,1,1,1,59,1,1125,2,2,1125,1125,2,1125,0,28,58,85,360,2021/10/19,12,12,2,30_days,4.67,4.67,4.75,5,5,4.67,4.67,1,6,0,6,0,4.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,shared,3.7621,1,0,434,0.064516129,0,0.096774194,0,0,0,0,0,0,0,0,0,0.053763441,0,0,0
50952621,47172572,within an hour,0.97,0.93,0,61,0,West Town,Entire rental unit,Entire home/apt,5,1,2,2,89,1,1125,2,7,1125,1125,5.8,1125,0,16,46,76,129,2021/10/18,6,6,1,30_days,3.83,4,4,4.33,4.5,3.83,4,1,61,61,0,0,1.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,private,4.2933,0,6,1000,1,0,0,0,0,0.709677419,1,1,1,1,1,1,0.333333333,0.23655914,1,1
50955244,412093405,within a few hours,1,0.8,0,0,0,Avondale,Entire rental unit,Entire home/apt,9,1,5,5,350,2,365,2,2,365,365,2,365,0,20,50,80,355,2021/10/18,4,4,2,30_days,5,4.75,4.75,4.75,5,4.75,5,1,1,1,0,0,2.07,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,private,7.8891,1,0,428,0.161290323,0.166666667,0,0,0,0,0,0,0,0,0,0,0.109318996,0,0,0
50957385,26896157,within an hour,1,0.99,0,1,0,Lincoln Park,Entire condominium (condo),Entire home/apt,4,1,2,2,254,6,1125,3,6,1125,1125,5.5,1125,0,18,48,77,77,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,2,2,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,private,5.245,1,6,868,0.967741935,0,0,0.516129032,1,1,1,1,1,1,1,1,0.322580645,0.838709677,1,1
50962269,395498979,within an hour,1,1,0,0,0,Near South Side,Entire condominium (condo),Entire home/apt,8,1,3,3,255,2,365,2,2,1125,1125,2,1125,0,18,33,53,238,2021/10/19,21,21,6,30_days,4.76,4.86,4.71,4.9,4.86,4.86,4.71,1,11,11,0,0,21,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,private,2.5219,1,0,1000,0.870967742,0.466666667,0.451612903,0,0,0,0,0,0,0.35483871,1,1,0.596415771,0,0,0.784946237
50967514,133481678,within an hour,1,1,0,0,0,Jefferson Park,Private room in rental unit,Private room,1,1,1,0,38,3,365,3,3,365,365,3,365,0,30,60,89,89,2021/10/19,1,1,1,30_days,5,5,5,5,5,5,5,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1,shared,13.7693,1,4,507,0.580645161,0,0,0.516129032,1,1,1,1,1,1,1,1,0.193548387,0.838709677,1,1
50990090,28442639,None,0,0,0,2,0,Rogers Park,Private room in rental unit,Private room,4,1,1,4,75,1,31,2,2,1125,1125,2,1125,0,0,0,0,0,2021/10/19,12,12,4,30_days,4.91,4.91,5,5,5,5,4.91,1,1,0,1,0,12,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,private,14.1868,1,6,905,0.64516129,0.1,0.967741935,0.516129032,1,1,1,1,1,1,1,1,0.570967742,0.838709677,1,1
50994340,401070165,within a few hours,1,1,0,3,0,Lake View,Entire condominium (condo),Entire home/apt,10,1,4,4,351,3,90,3,4,1125,1125,3.1,1125,0,25,55,82,356,2021/10/18,13,13,4,30_days,4.92,5,4.77,5,4.92,5,4.85,1,2,2,0,0,6,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,private,7.9453,0,0,1000,0.064516129,0.1,0,0.129032258,0,0,0,0,0,0,0,0,0.05483871,0.043010753,0,0
50994709,5356596,within an hour,1,0,0,0,0,Lake View,Entire rental unit,Entire home/apt,8,1,3,8,495,13,1125,13,13,1125,1125,13,1125,0,0,0,29,211,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,private,6.4083,0,8,1000,0.451612903,1,0.548387097,0,0,0,0,1,0,1,1,0,0.666666667,0,0.333333333,0.666666667
50995082,47172572,within an hour,0.97,0.93,0,61,0,Hyde Park,Entire rental unit,Entire home/apt,3,1,1,1,107,1,1125,2,7,1125,1125,5.8,1125,0,25,45,75,128,2021/10/18,5,5,2,30_days,4.2,4.6,3.8,4.6,4.4,4.8,4.8,1,61,61,0,0,1.61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,private,9.3135,0,6,1000,0.677419355,0.366666667,0,0,0,0.709677419,1,1,1,1,1,1,0.348028674,0.23655914,1,1
50998016,4289231,within an hour,1,1,0,1,0,West Town,Entire rental unit,Entire home/apt,8,1,2,3,328,3,1125,3,3,60,1125,3,792.5,0,15,41,71,314,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,private,4.0829,1,9,530,0.322580645,0.3,0,0,0,0,0,0,0.1,0.516129032,0.419354839,0,0.207526882,0,0.033333333,0.311827957
51001033,33278570,None,0,0,0,5,0,Avondale,Entire rental unit,Entire home/apt,10,1,3,3,375,3,1125,3,3,1125,1125,3,1125,0,0,0,11,27,2021/10/18,2,2,1,30_days,5,5,5,5,5,4.5,5,1,3,3,0,0,0.68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,private,7.8728,1,6,719,1,1,1,0.129032258,1,1,1,1,1,1,1,1,1,0.709677419,1,1
51007849,69264508,within an hour,1,0.89,0,1,0,West Town,Private room in condominium (condo),Private room,3,1,1,1,164,2,1125,2,2,1125,1125,2,1125,0,14,44,74,164,2021/10/18,4,4,1,30_days,5,5,5,5,5,5,4.75,1,1,0,1,0,1.85,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,private,3.7895,1,5,667,0.935483871,0.133333333,0,0,0,0,0.5,1,1,1,1,1,0.356272401,0,0.833333333,1
51008895,107434423,within an hour,1,0.98,0,1987,0,Near North Side,Entire rental unit,Entire home/apt,2,1,1,1,112,32,1125,32,730,1125,1125,704.3,1125,0,0,26,56,331,2021/10/19,0,0,0,None,0,0,0,0,0,0,0,1,313,313,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,private,1.7703,0,5,1000,0.419354839,0.7,0,0,0,0,0,0,0,0,0,0,0.37311828,0,0,0
51008907,107434423,within an hour,1,0.98,0,1987,0,West Town,Entire rental unit,Entire home/apt,2,1,1,1,91,32,1125,32,730,1125,1125,708.7,1125,0,12,42,72,347,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,313,313,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,private,4.087,0,5,1000,0.451612903,0.133333333,0,0,0,0,0,0,0,0,0,0,0.194982079,0,0,0
